metric,value
review_count,478.0
mean_rating,3.99163179916318
median_rating,4.0
positive_review_ratio,0.6757322175732218
mean_review_length,81.47489539748953
median_review_length,49.5
p99_review_length,461.22000000000025
unknown_language_ratio,0.09205020920502092
